Tweets,Label
"Paano gagawin namin nito pag 6 kaming mag kakapatid sabay sabay online class? Si brelle pa nga lang nakavid call sa teacher nya nag hahang hang na, paano pag 6 na kami",Negative
Bat parang mas nakakakaba yung online class than face to face,Neutral
"naawa na ako msyado sa kapatid ko, usto na niya mag upgrade 5s niya para sa online class niya",Negative
Engineering students ang tunay na mga immortal! Kahit naka online class at weekends na puyat pa din kami!,Negative
Survived 1st week of online class with my Bibo classmates. @iggYZASKA @JandreaNrt,Neutral
"Di pa nagsstart online class, nararamdaman q na yung pagod sksksk 😌🤩",Negative
Auto absent pag mahina internet sa online class HAHAHAHAHA,Neutral
Di pa nag- uumpisa ang online class pero nakakastress na.😪,Negative
"I'm sittin' here in a boring room, waiting to know that person, waiting to have a money, waiting for the online class, waiting to go gala w/my so-called friends, patiently waiting to everything I want, to everythin that I wish, I hope. And ofcors to covid19 to be gone sooner.",Neutral
2 weeks into online class and here we are stressing ourselves doing 2 researches ((: ain’t this fun? ((:,Negative
Grabe ang draining ng online class pota,Negative
@RGAquino24 cooking online class  🤦🏻‍♀️,Neutral
Thank you sa pa free orientation ni BOJO sa LMS BLACKBOARD hahahahahahah ready na ko for online class this Monday!💪 Ikaw INTERNET ready na ba ka?,Positive
"Walang pambiling wireless na earphones for online class pero may pambiling sapatos. #PRIORITIES  HAHAHAHAHAHAHAHAHAH CHAROT LANG 🤣🤣 DE MERON PA NAMAN KASI AKONG EARPHONES, DI LANG WIRELESS PERO DI NAMAN AKO MAARTE 😚 HAHAAHHAAHAHAHAHAHAJ  https://t.co/7YLkOKtQ0B",Neutral
Doneeeee my online class for todayyyyy grrr,Positive
"Ngayon ko lang narealize, hindi pa pala ako nagpeprepare for online class. So help me God. 🙏🏻😅",Neutral
"Based sa mga comments na nabasa ko a while ago, ang dami pala talagang magulang ang hindi pa handa at kulang sa preparation para sa online class. Ang dami ring students ang nagsusuffer dahil sa kakulangan sa gadgets :((",Negative
"Hassle ang online class, new account then ang dami pa kailangan ifillupp🤦🏼‍♀️",Negative
I wish na one day wala kaming internet habang may online class  Amen.,Neutral
"online class:   ""Yes atty naririnig po ba?""  ""Atty choppy po"" ""Di po marinig""  ""putol putol po atty""  at ayun wala nga gaanong nadiscuss",Neutral
Di pwede may online class kami 😭,Neutral
Nakatapos ng isang linggo online class hehez,Positive
baka sa online class pasikat kapa din a kaumay ka,Neutral
"@ic_apenguin wala naman sa section yan,  online class naman eh HAHAAHAHA",Neutral
"SATURDAY no online class ang mga bagets, makapag rest ng very very light. Hahaha",Neutral
"Gusto ko talaga mag masteral kase sayang din,  di na gaanong kahirapan kase online class naman. Pero di din kaya ng budget ko kase need ko pa mag ipon monthly para tuition ng kapatid ko 🙁",Neutral
"In a few days,  Online class, no class, tambak tambak utos.  Unstable internet connection + distractions = F",Negative
Hi @dansmyers  @DanAndShay  @ShayMooney I am currently playing this in bed after a 3 hour online class. This song is currenlty what I needed RN. RIP REPLAY BUTTON 💛 #ISPGTB    https://t.co/64QmgGSTRD,Neutral
Sana binigay niyo nalang sa mga tao na walang pang online class :&lt;,Neutral
Start na pala ng online class sa monday HAHAHHAHA pero di pa ako enrolled 🙂🙂🙂,Neutral
Kaka antok nanga makinig nung face to face. Ngayon pa kayang OnlineClass!,Negative
@chaiah_ di paman ko ready aning online class oi:(,Negative
"You will never ever learn sa online class. Believe me. Been there, done that. Circa 2009 😂",Negative
Parang gusto ko bumalik sa Paez para makatakas sa online class charot🤣,Negative
Makakatulog na po ako ng payapa at for sure energetic ako bukas sa online class namin hahahaha with matching *sawadee ka at *kapun ka HAHAHAHAHA,Positive
"feel ko maiirita lang ako pag online class, ugh",Negative
Sana sa online class kapag umulan ng malakas suspended din pasok. HAHAHAHAHA,Neutral
Dear @PhCHED CHED  -WALA AKONG LAPTOP -WALA KAMING STABLE INTERNET CONNECTION -KAILANGAN PANG LUMABAS NG BAHAY MAKA KUHA LANG NG MAAYOS NA SIGNAL -MAGASTOS SA LOAD ANG ONLINE CLASS APPS NA GAGAMITIN -AKO LANG MAY TRABAHO SA BAHAY -KONTI LANG KINIKITA KO #AcademicFreezeNOW PLS😔😓,Negative
Online class na namin sa mondayyyyyyy,Positive
Sa totoo lang nakakaparanoid ang online class kasi hindi mo alam kung tunay bang nagsubmit na ba assignment and quizzes. 🤧,Negative
FUCK ONLINE CLASS FUCK SLOW INTERNET BWISET HAHAHAHAHA,Negative
"@dyanna_molina ongoing online class ko, nawala shuta",Negative
"Nawala bigla yung pagka excite ko sa online class,,😭🤣",Negative
"naisip ko lang, edewups kaya magyosi habang nagklaklase sa online class? 🤔",Neutral
Di ako nakasasabay sadi online class 😭,Negative
kaloka hanggang online class nadadala ko pag tulog ko sa klase,Negative
Hirap pagsabayin ng online selling at online class ah🤡 nanunuod ako ng lecture habang sumasagot sa mga inquiries 🤣,Negative
Need parin ba mag suot ng ID sa online class? 😂😂😂😂,Neutral
Di kasi talaga effective sa lahat yang online class na yan e shuta 🤦🏻‍♀️ kahit ako di ko nagets yung video na sinend ng teacher ng pinsan ko,Negative
Wala pa ako gagamitin pang online class 😕,Negative
6-9pm online class! Di ko ata ma-imagine yung ganto katagal hahaha,Neutral
P*tang in4ng online class yan pag enroll kopalang ng 38stud sa section ko ang hirap na!,Negative
I'm just curious 🤔 pag kaya ng online class kami naka fix pa din mga buhok namin HAHAHAHA,Neutral
"okay na sana online class kaso may pasok lang ng sabado awit,,,,,",Neutral
Di pa po kami handaaaaa para sa online class na yaaan ghorl! Kaloka!,Negative
I appreciate the way my students participate with this new normal thing. 😁😊 #OnlineClass  https://t.co/isAP8dhUPi,Positive
"Taenang online class to puro ""can you hear me?""",Negative
"online class na nga pero yung tuition grabehan pa rin e, ouch naman",Negative
@Ken_nool_22 Pota nalowbat cp ko dahil sa online class tapos nagbrown out paaaa potaaa,Negative
"di lang naman students nahihirapan jan, pati teachers kase alam naman nating lahat na LAHAT TAYO DI HANDA SA ONLINE CLASS",Negative
"HAHAHAHAHA hindi online class, meeting via google meet with friends tapos rinig na rinig yung lutong ng crackers ni fae 🤣",Neutral
"nagmamarunong kayo, kayo nalang kaya mag online class",Negative
Please be guided. Tuloy na tuloy na tuloy na po ang klase sa August 24. Hehehehe. See you sa online class! 😆,Positive
Wala na ga talagang laptop for online class dine sa Calapaaaan? 🥺,Negative
I thought of doing a business to buy a new laptop for my online class and to help my brother to support my education . This will also help my sister's education. Your orders will serve us a big help. Thank you!  PM me for orders!  https://t.co/RknRtzsuvn,Neutral
Tf tuloy ang online class namin HAHAHAHAHAHA,Positive
"Pag may GLA sila sa Online class, mapapa ""Go to GLA Zoom Room"" HAHAH",Neutral
"thankful pa rin dahil na moved ang opening ng klase, at least di sasabay sa online class, huhu Thank you Lord talaga.",Positive
Kung nag mental breakdown kos face to face na klase unsa na lang kaha aning online class nu,Neutral
@sitashalangto HAHAHAHAHA HINTAY HINTAY LANG DI AKO MAABUTAN NG ONLINE CLASS,Neutral
aside sa wp? unsa pa kaya nga app akong iuninstall para aning fvckening online class??,Negative
NEed parin ba mag suot ng ID sa online class? 😂😂😂😂,Neutral
yung na move daw klase sa oct 5 pero kayo nag start nang mag online class ha ha ha ha ha 🙃🙃🙃,Neutral
Online Class see you again next week!!,Positive
isipin nyo yung mga taong hindi kaya mag online class,Neutral
@tsufferinq @Himalapag I was expecting that this school year is going to be less than the previous.  Online class and modules has some ups and downs.,Negative
Imagine something else could have been done to these gadgets especially for those students who cannot afford to buy some for their online class.  WHERE IS YOUR BRAIN PEOPLE?! 📣🙏😠🤦,Negative
Mas nakakashy pa pala online class HAHAHHAHAHAH,Neutral
"@LorenzoJerard @_yuchengcooo My point is just be practical. In times of crisis, there's a way diba? I have the disadvantage but I find academic freeze way too detrimental.   I'm good with online class, alternative learning or modules so students and teach",Negative
"pag nag-cCOD ako ang bilis ng net, pag online class ayaw 😏",Neutral
giving time for recitation  #online #class #newnormal #virtual #learning #school #university #healthcare #education #zoom #doctor #phd #friday #selfie #portrait #portraitphotography #gay #happy #teaching @ FEU - NRMF  https://t.co/MaJDzhh9oH,Neutral
the new mode of learning  #online #class #newnormal #virtual #learning #school #university #healthcare #education #zoom #doctor #phd #friday #selfie #portrait #portraitphotography #gay #happy #teaching @ FEU - NRMF  https://t.co/fZ9s9lQWYF,Neutral
breakout rooms... guiding my students on what output I expect them to attain  #online #class #newnormal #virtual #learning #school #university #healthcare #education #zoom #doctor #phd #friday #selfie #portrait…  https://t.co/t0ZVOFx1ek,Negative
Pano kaya yung online Class 😅,Neutral
Online Class while playing ML. Basic 😂😂,Neutral
Panay stop sa online class nababasa kusa twitter hahaha,Neutral
tuloy pa nga ang online class namin 🙂,Neutral
"kahit anong rant ng college student hindi niyo pinapakinggan. Come on huwag maging one sided tignan niyo din yung side ng bawat student, kung gaano kahirap yang online class na iyan. #AcademicFreezeNOW  #AcademicFreeze",Negative
"start na ng online class namin this coming monday, still waiting sa announcement ng CHED na sana ma move or #AcademicFreeze  Nalang, like we're not ready para sa online class. Walang enough na signal para sa lahat plus laptop sa bawat student",Negative
DI AKO MAKAPAG FOCUS SA ONLINE CLASS PRIMOOO!!!!,Negative
"Cant you just concretize your decisions and plans. Dyusko on the other hand, there are a lot of teachers who prepared a lot for your medium of instruction whether online or modular. Also sa side ng students nag prepare na sila for online class like yung iba bumili pa ng gadgets",Negative
Kabado trenta download nako mamayang gabi ng need na apps for online class,Neutral
inurong nyo lang e wala parin pinag bago may online class parin tangina.,Negative
Sad dahil malapit                Na-move          na mag online class.        yung start ng pasukan  https://t.co/EQ4vEykW2n,Negative
ayaw kopa mag online class sa monday🙂,Negative
Ayoko talaga ng online class takte. Ayokong plastikin sarili ko na may matututunan ako pag online class haha,Negative
"yung mas matagal pang itransfer yung sagot sa canvas kesa sa pagsagot ng legit talaga HAYSSSSSS ONLINE CLASS, KAIN NA KAIN YUNG ORAS AMP",Neutral
"kelan kaya start online class namin, pre enrollment palang nagaganap 😴",Neutral
ang fucked up na nga ng online class fucked up pa pamilya mo,Negative
Putangina kasing online class yan putangina din nung matandang nagpush nayan di pa mamatay!!,Negative
@jyusquared Kiss kita sa online class! 😘. Hahahaha.,Neutral
"@macoydubs1 Sir macoy pa help po  PISO PARA SA LAPTOP   I'm Gian , incoming 1st year student yung kapatid ko  and I'm asking for donations for buying 2nd hand laptop for his online class. Unemployed lng ako ngyon na lay off due to pandemic .   Gcash: 0916",Neutral
@SKYserves I have no internet connection sky!!! I need it for my online class today!,Negative
Pressure ba aning online class ah,Negative
online class while making lasagna🤯,Neutral
"Di ako maka focus sa orientation, sa online class pa kaya",Negative
magstart na online class di pa rin kami nakakauwi 😩,Neutral
Online class ng bunso namin tas sabay nagagalit si nanay hayst. Pabida anti?,Neutral
yung hindi ka nagtuturo tapos online class pa hahahahahahahahaha gg ka madam charr,Neutral
NAKAKA TANGA TUNG ONLINE CLASS SHARE KO LANG,Negative
Idk pero mas draining ang online class,Negative
Pwede ba magpapromote sa mga online class nyo? 😂,Neutral
"pindot kasi ng pindot, yan tuloy online class napili tss hays haha",Neutral
We all have that one prof na inconsiderate . Di nimo kaylangan pugson ang studyante nga mo buy og new gadgets for online class oy. 🤦🏻‍♀️,Negative
diretsong online class hays,Neutral
Matanglayon ang online class 😭😭,Negative
"reporting na sa room reporting pa din sa online class,,, awit hati naman tayo sa sahod mamser 🤡",Negative
applicable den ba sa online class ung pag 20 mins na wala ung prof pwede na umalis????,Neutral
tangina nakakaiyak naman to :(( pls pucha appreciate natin lahat ng efforts ng mga teachers kasi kung nahihirapan ka sa online class mas nahihirapan pa sila kaysa satin ☹️swerte nalang tayo if always stable yung internet connection natin ☹️☹️,Negative
TANGINANG ONLINE CLASS YAN 🥵,Negative
Nag Online class pa tayo. Eh Di Sana Pinabasa mo na lang kami. 🙁,Negative
online class na sa mondayyyyy??? sure na yon????,Neutral
Sana may matutunan sa DE ngayong online class 😌,Neutral
"Happy Fiesta, Ateneans! 💙 so no online class today, ang Maggie girl ko sarap ng tulog mag 10 am na lol",Neutral
"idk pano ako makakafocus sa online class,,inay help mehh",Negative
Nakakaboring tong online class pero nakakapagod 😩,Negative
"okay, wala pang online class pero tinitigyawat na naman akoo!",Negative
"nag meeting sa google meet na sabog, naa pay muta sa mata oki hello 7:30am online class 🙄",Neutral
Skl tuwing gigising ako feeling ko late na ako sa online class tho dry run palang namin this week,Neutral
"Suko ako talaga sa 7am class, ma pa face to face to online class.",Negative
